uf,cod_uf,cod_mun,municipio,populacao_raw,populacao,cod_ibge,municipio_clean
PI,220,99710,São João do Arraial,8494.0,8494,22099710,SAO JOAO DO ARRAIAL
PI,220,100030,São João do Piauí,22137.0,22137,220100030,SAO JOAO DO PIAUI
PI,220,100520,São José do Divino,5317.0,5317,220100520,SAO JOSE DO DIVINO
PI,220,101020,São José do Peixe,3300.0,3300,220101020,SAO JOSE DO PEIXE
PI,220,102010,São José do Piauí,6733.0,6733,220102010,SAO JOSE DO PIAUI
PI,220,103000,São Julião,6131.0,6131,220103000,SAO JULIAO
PI,220,103590,São Lourenço do Piauí,4497.0,4497,220103590,SAO LOURENCO DO PIAUI
PI,220,103750,São Luis do Piauí,2277.0,2277,220103750,SAO LUIS DO PIAUI
PI,220,103830,São Miguel da Baixa Grande,2299.0,2299,220103830,SAO MIGUEL DA BAIXA GRANDE
PI,220,103910,São Miguel do Fidalgo,2864.0,2864,220103910,SAO MIGUEL DO FIDALGO
PI,220,104090,São Miguel do Tapuio,17911.0,17911,220104090,SAO MIGUEL DO TAPUIO
PI,220,105080,São Pedro do Piauí,14055.0,14055,220105080,SAO PEDRO DO PIAUI
PI,220,106070,São Raimundo Nonato,41139.0,41139,220106070,SAO RAIMUNDO NONATO
PI,220,106230,Sebastião Barros,3210.0,3210,220106230,SEBASTIAO BARROS
PI,220,106310,Sebastião Leal,4590.0,4590,220106310,SEBASTIAO LEAL
PI,220,106560,Sigefredo Pacheco,9623.0,9623,220106560,SIGEFREDO PACHECO
PI,220,107060,Simões,14664.0,14664,220107060,SIMOES
PI,220,108050,Simplício Mendes,14437.0,14437,220108050,SIMPLICIO MENDES
PI,220,109040,Socorro do Piauí,4165.0,4165,220109040,SOCORRO DO PIAUI
PI,220,109380,Sussuapara,6346.0,6346,220109380,SUSSUAPARA
PI,220,109530,Tamboril do Piauí,3040.0,3040,220109530,TAMBORIL DO PIAUI
PI,220,109790,Tanque do Piauí,2319.0,2319,220109790,TANQUE DO PIAUI
PI,220,110010,Teresina,905692.0,905692,220110010,TERESINA
PI,220,111000,União,47896.0,47896,220111000,UNIAO
PI,220,112090,Uruçuí,26779.0,26779,220112090,URUCUI
PI,220,113080,Valença do Piauí,23025.0,23025,220113080,VALENCA DO PIAUI
PI,220,113570,Várzea Branca,5181.0,5181,220113570,VARZEA BRANCA
PI,220,114070,Várzea Grande,4520.0,4520,220114070,VARZEA GRANDE
PI,220,115060,Vera Mendes,3282.0,3282,220115060,VERA MENDES
PI,220,116050,Vila Nova do Piauí,2972.0,2972,220116050,VILA NOVA DO PIAUI
PI,220,117040,Wall Ferraz,4195.0,4195,220117040,WALL FERRAZ
CE,230,01010,Abaiara,10269.0,10269,23001010,ABAIARA
CE,230,01500,Acarape,14340.0,14340,23001500,ACARAPE
CE,230,02000,Acaraú,69317.0,69317,23002000,ACARAU
CE,230,03090,Acopiara,45937.0,45937,23003090,ACOPIARA
CE,230,04080,Aiuaba,14115.0,14115,23004080,AIUABA
CE,230,05070,Alcântaras,11795.0,11795,23005070,ALCANTARAS
CE,230,06060,Altaneira,6974.0,6974,23006060,ALTANEIRA
CE,230,07050,Alto Santo,14372.0,14372,23007050,ALTO SANTO
CE,230,07540,Amontada,44584.0,44584,23007540,AMONTADA
CE,230,08040,Antonina do Norte,7507.0,7507,23008040,ANTONINA DO NORTE
CE,230,09030,Apuiarés,13193.0,13193,23009030,APUIARES
CE,230,10000,Aquiraz,85316.0,85316,23010000,AQUIRAZ
CE,230,11090,Aracati,79205.0,79205,23011090,ARACATI
CE,230,12080,Aracoiaba,26752.0,26752,23012080,ARACOIABA
CE,230,12570,Ararendá,11532.0,11532,23012570,ARARENDA
CE,230,13070,Araripe,20194.0,20194,23013070,ARARIPE
CE,230,14060,Aratuba,11427.0,11427,23014060,ARATUBA
CE,230,15050,Arneiroz,7615.0,7615,23015050,ARNEIROZ
CE,230,16040,Assaré,22195.0,22195,23016040,ASSARE
CE,230,17030,Aurora,24244.0,24244,23017030,AURORA
CE,230,18020,Baixio,5821.0,5821,23018020,BAIXIO
CE,230,18510,Banabuiú,17667.0,17667,23018510,BANABUIU
CE,230,19010,Barbalha,81441.0,81441,23019010,BARBALHA
CE,230,19500,Barreira,23474.0,23474,23019500,BARREIRA
CE,230,20080,Barro,19569.0,19569,23020080,BARRO
CE,230,20570,Barroquinha,14998.0,14998,23020570,BARROQUINHA
CE,230,21070,Baturité,37147.0,37147,23021070,BATURITE
CE,230,22060,Beberibe,55977.0,55977,23022060,BEBERIBE
CE,230,23050,Bela Cruz,34613.0,34613,23023050,BELA CRUZ
CE,230,24040,Boa Viagem,52133.0,52133,23024040,BOA VIAGEM
CE,230,25030,Brejo Santo,54192.0,54192,23025030,BREJO SANTO
CE,230,26020,Camocim,65251.0,65251,23026020,CAMOCIM
CE,230,27010,Campos Sales,26049.0,26049,23027010,CAMPOS SALES
CE,230,28000,Canindé,77376.0,77376,23028000,CANINDE
CE,230,29090,Capistrano,17795.0,17795,23029090,CAPISTRANO
CE,230,30060,Caridade,16234.0,16234,23030060,CARIDADE
CE,230,31050,Cariré,18074.0,18074,23031050,CARIRE
CE,230,32040,Caririaçu,27532.0,27532,23032040,CARIRIACU
CE,230,33030,Cariús,17277.0,17277,23033030,CARIUS
CE,230,34020,Carnaubal,17815.0,17815,23034020,CARNAUBAL
CE,230,35010,Cascavel,76866.0,76866,23035010,CASCAVEL
CE,230,36000,Catarina,9110.0,9110,23036000,CATARINA
CE,230,36590,Catunda,10864.0,10864,23036590,CATUNDA
CE,230,37090,Caucaia,378406.0,378406,23037090,CAUCAIA
CE,230,38080,Cedro,22564.0,22564,23038080,CEDRO
CE,230,39070,Chaval,12811.0,12811,23039070,CHAVAL
CE,230,39310,Choró,12352.0,12352,23039310,CHORO
CE,230,39560,Chorozinho,20808.0,20808,23039560,CHOROZINHO
CE,230,40040,Coreaú,21417.0,21417,23040040,COREAU
CE,230,41030,Crateús,80130.0,80130,23041030,CRATEUS
CE,230,42020,Crato,139027.0,139027,23042020,CRATO
CE,230,42360,Croatá,18050.0,18050,23042360,CROATA
CE,230,42510,Cruz,32288.0,32288,23042510,CRUZ
CE,230,42690,Deputado Irapuan Pinheiro,9173.0,9173,23042690,DEPUTADO IRAPUAN PINHEIRO
CE,230,42770,Ereré,6381.0,6381,23042770,ERERE
CE,230,42850,Eusébio,82016.0,82016,23042850,EUSEBIO
CE,230,43010,Farias Brito,18498.0,18498,23043010,FARIAS BRITO
CE,230,43500,Forquilha,25298.0,25298,23043500,FORQUILHA
CE,230,44000,Fortaleza,2578483.0,2578483,23044000,FORTALEZA
CE,230,44590,Fortim,18213.0,18213,23044590,FORTIM
CE,230,45090,Frecheirinha,16516.0,16516,23045090,FRECHEIRINHA
CE,230,46080,General Sampaio,6929.0,6929,23046080,GENERAL SAMPAIO
CE,230,46570,Graça,14176.0,14176,23046570,GRACA
CE,230,47070,Granja,55809.0,55809,23047070,GRANJA
CE,230,48060,Granjeiro,4955.0,4955,23048060,GRANJEIRO
CE,230,49050,Groaíras,11369.0,11369,23049050,GROAIRAS
CE,230,49540,Guaiúba,25158.0,25158,23049540,GUAIUBA
CE,230,50010,Guaraciaba do Norte,44565.0,44565,23050010,GUARACIABA DO NORTE
CE,230,51000,Guaramiranga,5826.0,5826,23051000,GUARAMIRANGA
CE,230,52090,Hidrolândia,18186.0,18186,23052090,HIDROLANDIA
CE,230,52330,Horizonte,81161.0,81161,23052330,HORIZONTE
CE,230,52660,Ibaretama,12149.0,12149,23052660,IBARETAMA
CE,230,53080,Ibiapina,24689.0,24689,23053080,IBIAPINA
CE,230,53320,Ibicuitinga,12008.0,12008,23053320,IBICUITINGA
CE,230,53570,Icapuí,22562.0,22562,23053570,ICAPUI
CE,230,54070,Icó,64745.0,64745,23054070,ICO
CE,230,55060,Iguatu,102588.0,102588,23055060,IGUATU
CE,230,56050,Independência,24463.0,24463,23056050,INDEPENDENCIA
CE,230,56540,Ipaporanga,11963.0,11963,23056540,IPAPORANGA
CE,230,57040,Ipaumirim,12459.0,12459,23057040,IPAUMIRIM
CE,230,58030,Ipu,43084.0,43084,23058030,IPU
CE,230,59020,Ipueiras,38287.0,38287,23059020,IPUEIRAS
CE,230,60090,Iracema,14440.0,14440,23060090,IRACEMA
CE,230,61080,Irauçuba,24867.0,24867,23061080,IRAUCUBA
CE,230,62070,Itaiçaba,7801.0,7801,23062070,ITAICABA
CE,230,62560,Itaitinga,72512.0,72512,23062560,ITAITINGA
CE,230,63060,Itapajé,49073.0,49073,23063060,ITAPAJE
CE,230,64050,Itapipoca,138978.0,138978,23064050,ITAPIPOCA
CE,230,65040,Itapiúna,18197.0,18197,23065040,ITAPIUNA
CE,230,65530,Itarema,45852.0,45852,23065530,ITAREMA
CE,230,66030,Itatira,21160.0,21160,23066030,ITATIRA
CE,230,67020,Jaguaretama,17604.0,17604,23067020,JAGUARETAMA
CE,230,68010,Jaguaribara,10668.0,10668,23068010,JAGUARIBARA
CE,230,69000,Jaguaribe,35143.0,35143,23069000,JAGUARIBE
CE,230,70070,Jaguaruana,33115.0,33115,23070070,JAGUARUANA
CE,230,71060,Jardim,28801.0,28801,23071060,JARDIM
CE,230,72050,Jati,8114.0,8114,23072050,JATI
CE,230,72540,Jijoca de Jericoacoara,28198.0,28198,23072540,JIJOCA DE JERICOACOARA
CE,230,73040,Juazeiro do Norte,305531.0,305531,23073040,JUAZEIRO DO NORTE
CE,230,74030,Jucás,24624.0,24624,23074030,JUCAS
CE,230,75020,Lavras da Mangabeira,32163.0,32163,23075020,LAVRAS DA MANGABEIRA
CE,230,76010,Limoeiro do Norte,62623.0,62623,23076010,LIMOEIRO DO NORTE
CE,230,76350,Madalena,17235.0,17235,23076350,MADALENA
CE,230,76500,Maracanaú,251613.0,251613,23076500,MARACANAU
CE,230,77000,Maranguape,108622.0,108622,23077000,MARANGUAPE
CE,230,78090,Marco,27177.0,27177,23078090,MARCO
CE,230,79080,Martinópole,11280.0,11280,23079080,MARTINOPOLE
CE,230,80050,Massapê,39840.0,39840,23080050,MASSAPE
CE,230,81040,Mauriti,47501.0,47501,23081040,MAURITI
CE,230,82030,Meruoca,15853.0,15853,23082030,MERUOCA
CE,230,83020,Milagres,26819.0,26819,23083020,MILAGRES
CE,230,83510,Milhã,14713.0,14713,23083510,MILHA
CE,230,83770,Miraíma,14826.0,14826,23083770,MIRAIMA
CE,230,84010,Missão Velha,38997.0,38997,23084010,MISSAO VELHA
CE,230,85000,Mombaça,38451.0,38451,23085000,MOMBACA
CE,230,86090,Monsenhor Tabosa,17705.0,17705,23086090,MONSENHOR TABOSA
CE,230,87080,Morada Nova,65390.0,65390,23087080,MORADA NOVA
CE,230,88070,Moraújo,8537.0,8537,23088070,MORAUJO
CE,230,89060,Morrinhos,23747.0,23747,23089060,MORRINHOS
CE,230,90030,Mucambo,13999.0,13999,23090030,MUCAMBO
CE,230,91020,Mulungu,11064.0,11064,23091020,MULUNGU
CE,230,92010,Nova Olinda,16045.0,16045,23092010,NOVA OLINDA
CE,230,93000,Nova Russas,32053.0,32053,23093000,NOVA RUSSAS
CE,230,94090,Novo Oriente,29097.0,29097,23094090,NOVO ORIENTE
CE,230,94580,Ocara,25272.0,25272,23094580,OCARA
CE,230,95080,Orós,19943.0,19943,23095080,OROS
CE,230,96070,Pacajus,75454.0,75454,23096070,PACAJUS
CE,230,97060,Pacatuba,86564.0,86564,23097060,PACATUBA
CE,230,98050,Pacoti,11421.0,11421,23098050,PACOTI
CE,230,99040,Pacujá,6348.0,6348,23099040,PACUJA
CE,230,100010,Palhano,9709.0,9709,230100010,PALHANO
CE,230,101000,Palmácia,10252.0,10252,230101000,PALMACIA
CE,230,102090,Paracuru,41894.0,41894,230102090,PARACURU
CE,230,102580,Paraipaba,34086.0,34086,230102580,PARAIPABA
CE,230,103080,Parambu,32867.0,32867,230103080,PARAMBU
CE,230,104070,Paramoti,10462.0,10462,230104070,PARAMOTI
CE,230,105060,Pedra Branca,42227.0,42227,230105060,PEDRA BRANCA
CE,230,106050,Penaforte,9357.0,9357,230106050,PENAFORTE
CE,230,107040,Pentecoste,39903.0,39903,230107040,PENTECOSTE
CE,230,108030,Pereiro,15858.0,15858,230108030,PEREIRO
CE,230,108520,Pindoretama,24919.0,24919,230108520,PINDORETAMA
CE,230,109020,Piquet Carneiro,17285.0,17285,230109020,PIQUET CARNEIRO
CE,230,109510,Pires Ferreira,10984.0,10984,230109510,PIRES FERREIRA
CE,230,110090,Poranga,12441.0,12441,230110090,PORANGA
CE,230,111080,Porteiras,17877.0,17877,230111080,PORTEIRAS
CE,230,112070,Potengi,8854.0,8854,230112070,POTENGI
CE,230,112310,Potiretama,6128.0,6128,230112310,POTIRETAMA
CE,230,112640,Quiterianópolis,20545.0,20545,230112640,QUITERIANOPOLIS
CE,230,113060,Quixadá,88846.0,88846,230113060,QUIXADA
CE,230,113550,Quixelô,16998.0,16998,230113550,QUIXELO
CE,230,114050,Quixeramobim,86431.0,86431,230114050,QUIXERAMOBIM
CE,230,115040,Quixeré,21659.0,21659,230115040,QUIXERE
CE,230,116030,Redenção,28382.0,28382,230116030,REDENCAO
CE,230,117020,Reriutaba,19051.0,19051,230117020,RERIUTABA
CE,230,118010,Russas,74834.0,74834,230118010,RUSSAS
CE,230,119000,Saboeiro,13943.0,13943,230119000,SABOEIRO
CE,230,119590,Salitre,17303.0,17303,230119590,SALITRE
CE,230,120070,Santana do Acaraú,32133.0,32133,230120070,SANTANA DO ACARAU
CE,230,121060,Santana do Cariri,17391.0,17391,230121060,SANTANA DO CARIRI
CE,230,122050,Santa Quitéria,41569.0,41569,230122050,SANTA QUITERIA
CE,230,123040,São Benedito,50058.0,50058,230123040,SAO BENEDITO
CE,230,124030,São Gonçalo do Amarante,58191.0,58191,230124030,SAO GONCALO DO AMARANTE
CE,230,125020,São João do Jaguaribe,5683.0,5683,230125020,SAO JOAO DO JAGUARIBE
CE,230,126010,São Luís do Curu,10888.0,10888,230126010,SAO LUIS DO CURU
CE,230,127000,Senador Pompeu,25108.0,25108,230127000,SENADOR POMPEU
CE,230,128090,Senador Sá,7551.0,7551,230128090,SENADOR SA
CE,230,129080,Sobral,216519.0,216519,230129080,SOBRAL
CE,230,130050,Solonópole,18785.0,18785,230130050,SOLONOPOLE
CE,230,131040,Tabuleiro do Norte,32122.0,32122,230131040,TABULEIRO DO NORTE
CE,230,132030,Tamboril,25287.0,25287,230132030,TAMBORIL
CE,230,132520,Tarrafas,7574.0,7574,230132520,TARRAFAS
CE,230,133020,Tauá,64655.0,64655,230133020,TAUA
CE,230,133510,Tejuçuoca,17646.0,17646,230133510,TEJUCUOCA
CE,230,134010,Tianguá,86968.0,86968,230134010,TIANGUA
CE,230,135000,Trairi,62004.0,62004,230135000,TRAIRI
CE,230,135590,Tururu,15524.0,15524,230135590,TURURU
CE,230,136090,Ubajara,34424.0,34424,230136090,UBAJARA
CE,230,137080,Umari,6963.0,6963,230137080,UMARI
CE,230,137570,Umirim,17751.0,17751,230137570,UMIRIM
CE,230,138070,Uruburetama,21331.0,21331,230138070,URUBURETAMA
CE,230,139060,Uruoca,14308.0,14308,230139060,URUOCA
CE,230,139550,Varjota,18708.0,18708,230139550,VARJOTA
CE,230,140030,Várzea Alegre,40878.0,40878,230140030,VARZEA ALEGRE
CE,230,141020,Viçosa do Ceará,62972.0,62972,230141020,VICOSA DO CEARA
RN,240,01090,Acari,10855.0,10855,24001090,ACARI
RN,240,02080,Açu,59099.0,59099,24002080,ACU
RN,240,03070,Afonso Bezerra,11158.0,11158,24003070,AFONSO BEZERRA
RN,240,04060,Água Nova,3029.0,3029,24004060,AGUA NOVA
RN,240,05050,Alexandria,14058.0,14058,24005050,ALEXANDRIA
RN,240,06040,Almino Afonso,4802.0,4802,24006040,ALMINO AFONSO
RN,240,07030,Alto do Rodrigues,12874.0,12874,24007030,ALTO DO RODRIGUES
RN,240,08020,Angicos,11985.0,11985,24008020,ANGICOS
RN,240,09010,Antônio Martins,6730.0,6730,24009010,ANTONIO MARTINS
RN,240,10080,Apodi,37486.0,37486,24010080,APODI
RN,240,11070,Areia Branca,24607.0,24607,24011070,AREIA BRANCA
RN,240,12060,Arês,13681.0,13681,24012060,ARES
RN,240,13050,Campo Grande,10071.0,10071,24013050,CAMPO GRANDE
RN,240,14040,Baía Formosa,9115.0,9115,24014040,BAIA FORMOSA
RN,240,14530,Baraúna,28415.0,28415,24014530,BARAUNA
RN,240,15030,Barcelona,4108.0,4108,24015030,BARCELONA
RN,240,16020,Bento Fernandes,4911.0,4911,24016020,BENTO FERNANDES
RN,240,16510,Bodó,2360.0,2360,24016510,BODO
RN,240,17010,Bom Jesus,10308.0,10308,24017010,BOM JESUS
RN,240,18000,Brejinho,12638.0,12638,24018000,BREJINHO
RN,240,18590,Caiçara do Norte,6479.0,6479,24018590,CAICARA DO NORTE
RN,240,19090,Caiçara do Rio do Vento,3360.0,3360,24019090,CAICARA DO RIO DO VENTO
RN,240,20060,Caicó,63338.0,63338,24020060,CAICO
RN,240,21050,Campo Redondo,10510.0,10510,24021050,CAMPO REDONDO
RN,240,22040,Canguaretama,30789.0,30789,24022040,CANGUARETAMA
RN,240,23030,Caraúbas,20182.0,20182,24023030,CARAUBAS
RN,240,24020,Carnaúba dos Dantas,8296.0,8296,24024020,CARNAUBA DOS DANTAS
RN,240,25010,Carnaubais,10026.0,10026,24025010,CARNAUBAIS
RN,240,26000,Ceará-Mirim,83543.0,83543,24026000,CEARA-MIRIM
RN,240,27090,Cerro Corá,11334.0,11334,24027090,CERRO CORA
RN,240,28080,Coronel Ezequiel,5233.0,5233,24028080,CORONEL EZEQUIEL
RN,240,29070,Coronel João Pessoa,4297.0,4297,24029070,CORONEL JOAO PESSOA
RN,240,30040,Cruzeta,8245.0,8245,24030040,CRUZETA
RN,240,31030,Currais Novos,42922.0,42922,24031030,CURRAIS NOVOS
RN,240,32020,Doutor Severiano,7262.0,7262,24032020,DOUTOR SEVERIANO
RN,240,32510,Parnamirim,271713.0,271713,24032510,PARNAMIRIM
RN,240,33010,Encanto,6289.0,6289,24033010,ENCANTO
RN,240,34000,Equador,5461.0,5461,24034000,EQUADOR
RN,240,35090,Espírito Santo,10951.0,10951,24035090,ESPIRITO SANTO
RN,240,36080,Extremoz,68584.0,68584,24036080,EXTREMOZ
RN,240,37070,Felipe Guerra,6472.0,6472,24037070,FELIPE GUERRA
RN,240,37560,Fernando Pedroza,3035.0,3035,24037560,FERNANDO PEDROZA
RN,240,38060,Florânia,10556.0,10556,24038060,FLORANIA
RN,240,39050,Francisco Dantas,2758.0,2758,24039050,FRANCISCO DANTAS
RN,240,40020,Frutuoso Gomes,4230.0,4230,24040020,FRUTUOSO GOMES
RN,240,41010,Galinhos,2159.0,2159,24041010,GALINHOS
RN,240,42000,Goianinha,28422.0,28422,24042000,GOIANINHA
RN,240,43090,Governador Dix-Sept Rosado,12231.0,12231,24043090,GOVERNADOR DIX-SEPT ROSADO
RN,240,44080,Grossos,10281.0,10281,24044080,GROSSOS
RN,240,45070,Guamaré,16076.0,16076,24045070,GUAMARE
RN,240,46060,Ielmo Marinho,11889.0,11889,24046060,IELMO MARINHO
RN,240,47050,Ipanguaçu,14560.0,14560,24047050,IPANGUACU
RN,240,48040,Ipueira,2090.0,2090,24048040,IPUEIRA
RN,240,48530,Itajá,7551.0,7551,24048530,ITAJA
RN,240,49030,Itaú,5447.0,5447,24049030,ITAU
RN,240,50090,Jaçanã,8053.0,8053,24050090,JACANA
RN,240,51080,Jandaíra,6752.0,6752,24051080,JANDAIRA
RN,240,52070,Janduís,4813.0,4813,24052070,JANDUIS
RN,240,53060,Januário Cicco,8843.0,8843,24053060,JANUARIO CICCO
RN,240,54050,Japi,5219.0,5219,24054050,JAPI
RN,240,55040,Jardim de Angicos,2488.0,2488,24055040,JARDIM DE ANGICOS
RN,240,56030,Jardim de Piranhas,14446.0,14446,24056030,JARDIM DE PIRANHAS
RN,240,57020,Jardim do Seridó,11942.0,11942,24057020,JARDIM DO SERIDO
RN,240,58010,João Câmara,34849.0,34849,24058010,JOAO CAMARA
RN,240,59000,João Dias,2073.0,2073,24059000,JOAO DIAS
RN,240,60070,José da Penha,5966.0,5966,24060070,JOSE DA PENHA
RN,240,61060,Jucurutu,18304.0,18304,24061060,JUCURUTU
RN,240,61550,Jundiá,3868.0,3868,24061550,JUNDIA
RN,240,62050,Lagoa d'Anta,6756.0,6756,24062050,LAGOA D'ANTA
RN,240,63040,Lagoa de Pedras,7597.0,7597,24063040,LAGOA DE PEDRAS
RN,240,64030,Lagoa de Velhos,2631.0,2631,24064030,LAGOA DE VELHOS
RN,240,65020,Lagoa Nova,16203.0,16203,24065020,LAGOA NOVA
RN,240,66010,Lagoa Salgada,8657.0,8657,24066010,LAGOA SALGADA
RN,240,67000,Lajes,10094.0,10094,24067000,LAJES
RN,240,68090,Lajes Pintadas,4950.0,4950,24068090,LAJES PINTADAS
RN,240,69080,Lucrécia,3576.0,3576,24069080,LUCRECIA
RN,240,70050,Luís Gomes,9271.0,9271,24070050,LUIS GOMES
RN,240,71040,Macaíba,87056.0,87056,24071040,MACAIBA
RN,240,72030,Macau,28350.0,28350,24072030,MACAU
RN,240,72520,Major Sales,4086.0,4086,24072520,MAJOR SALES
RN,240,73020,Marcelino Vieira,8083.0,8083,24073020,MARCELINO VIEIRA
RN,240,74010,Martins,8415.0,8415,24074010,MARTINS
RN,240,75000,Maxaranguape,10534.0,10534,24075000,MAXARANGUAPE
RN,240,76090,Messias Targino,4410.0,4410,24076090,MESSIAS TARGINO
RN,240,77080,Montanhas,11785.0,11785,24077080,MONTANHAS
RN,240,78070,Monte Alegre,23953.0,23953,24078070,MONTE ALEGRE
RN,240,79060,Monte das Gameleiras,2345.0,2345,24079060,MONTE DAS GAMELEIRAS
RN,240,80030,Mossoró,278587.0,278587,24080030,MOSSORO
RN,240,81020,Natal,784249.0,784249,24081020,NATAL
RN,240,82010,Nísia Floresta,34325.0,34325,24082010,NISIA FLORESTA
RN,240,83000,Nova Cruz,35523.0,35523,24083000,NOVA CRUZ
RN,240,84090,Olho d'Água do Borges,3736.0,3736,24084090,OLHO D'AGUA DO BORGES
RN,240,85080,Ouro Branco,5084.0,5084,24085080,OURO BRANCO
RN,240,86070,Paraná,4048.0,4048,24086070,PARANA
RN,240,87060,Paraú,3650.0,3650,24087060,PARAU
RN,240,88050,Parazinho,4945.0,4945,24088050,PARAZINHO
RN,240,89040,Parelhas,22242.0,22242,24089040,PARELHAS
RN,240,89530,Rio do Fogo,10692.0,10692,24089530,RIO DO FOGO
RN,240,91000,Passa e Fica,11407.0,11407,24091000,PASSA E FICA
RN,240,92090,Passagem,3233.0,3233,24092090,PASSAGEM
RN,240,93080,Patu,11215.0,11215,24093080,PATU
RN,240,93320,Santa Maria,5000.0,5000,24093320,SANTA MARIA
RN,240,94070,Pau dos Ferros,32123.0,32123,24094070,PAU DOS FERROS
RN,240,95060,Pedra Grande,3736.0,3736,24095060,PEDRA GRANDE
RN,240,96050,Pedra Preta,2495.0,2495,24096050,PEDRA PRETA
RN,240,97040,Pedro Avelino,6312.0,6312,24097040,PEDRO AVELINO
RN,240,98030,Pedro Velho,14197.0,14197,24098030,PEDRO VELHO
RN,240,99020,Pendências,12499.0,12499,24099020,PENDENCIAS
RN,240,100090,Pilões,2992.0,2992,240100090,PILOES
RN,240,101080,Poço Branco,12565.0,12565,240101080,POCO BRANCO
RN,240,102070,Portalegre,7859.0,7859,240102070,PORTALEGRE
RN,240,102560,Porto do Mangue,5351.0,5351,240102560,PORTO DO MANGUE
RN,240,103060,Serra Caiada,11203.0,11203,240103060,SERRA CAIADA
RN,240,104050,Pureza,9752.0,9752,240104050,PUREZA
RN,240,105040,Rafael Fernandes,5682.0,5682,240105040,RAFAEL FERNANDES
RN,240,106030,Rafael Godeiro,3005.0,3005,240106030,RAFAEL GODEIRO
RN,240,107020,Riacho da Cruz,2724.0,2724,240107020,RIACHO DA CRUZ
RN,240,108010,Riacho de Santana,4245.0,4245,240108010,RIACHO DE SANTANA
RN,240,109000,Riachuelo,7646.0,7646,240109000,RIACHUELO
RN,240,110070,Rodolfo Fernandes,4345.0,4345,240110070,RODOLFO FERNANDES
RN,240,110560,Tibau,5748.0,5748,240110560,TIBAU
RN,240,111060,Ruy Barbosa,3253.0,3253,240111060,RUY BARBOSA
RN,240,112050,Santa Cruz,39101.0,39101,240112050,SANTA CRUZ
RN,240,114030,Santana do Matos,12722.0,12722,240114030,SANTANA DO MATOS
RN,240,114290,Santana do Seridó,2796.0,2796,240114290,SANTANA DO SERIDO
RN,240,115020,Santo Antônio,22793.0,22793,240115020,SANTO ANTONIO
RN,240,116010,São Bento do Norte,3442.0,3442,240116010,SAO BENTO DO NORTE
RN,240,117000,São Bento do Trairí,3890.0,3890,240117000,SAO BENTO DO TRAIRI
RN,240,118090,São Fernando,3606.0,3606,240118090,SAO FERNANDO
RN,240,119080,São Francisco do Oeste,4319.0,4319,240119080,SAO FRANCISCO DO OESTE
RN,240,120050,São Gonçalo do Amarante,124495.0,124495,240120050,SAO GONCALO DO AMARANTE
RN,240,121040,São João do Sabugi,6136.0,6136,240121040,SAO JOAO DO SABUGI
RN,240,122030,São José de Mipibu,50053.0,50053,240122030,SAO JOSE DE MIPIBU
RN,240,123020,São José do Campestre,11298.0,11298,240123020,SAO JOSE DO CAMPESTRE
RN,240,124010,São José do Seridó,4733.0,4733,240124010,SAO JOSE DO SERIDO
RN,240,125000,São Miguel,24422.0,24422,240125000,SAO MIGUEL
RN,240,125590,São Miguel do Gostoso,10636.0,10636,240125590,SAO MIGUEL DO GOSTOSO
RN,240,126090,São Paulo do Potengi,17371.0,17371,240126090,SAO PAULO DO POTENGI
RN,240,127080,São Pedro,5890.0,5890,240127080,SAO PEDRO
RN,240,128070,São Rafael,7889.0,7889,240128070,SAO RAFAEL
RN,240,129060,São Tomé,10161.0,10161,240129060,SAO TOME
RN,240,130030,São Vicente,6530.0,6530,240130030,SAO VICENTE
RN,240,131020,Senador Elói de Souza,6027.0,6027,240131020,SENADOR ELOI DE SOUZA
RN,240,132010,Senador Georgino Avelino,4202.0,4202,240132010,SENADOR GEORGINO AVELINO
RN,240,133000,Serra de São Bento,5866.0,5866,240133000,SERRA DE SAO BENTO
RN,240,133590,Serra do Mel,13819.0,13819,240133590,SERRA DO MEL
RN,240,134090,Serra Negra do Norte,7800.0,7800,240134090,SERRA NEGRA DO NORTE
RN,240,135080,Serrinha,6608.0,6608,240135080,SERRINHA
RN,240,135570,Serrinha dos Pintos,4810.0,4810,240135570,SERRINHA DOS PINTOS
RN,240,136070,Severiano Melo,5616.0,5616,240136070,SEVERIANO MELO
RN,240,137060,Sítio Novo,4746.0,4746,240137060,SITIO NOVO
RN,240,138050,Taboleiro Grande,2409.0,2409,240138050,TABOLEIRO GRANDE
RN,240,139040,Taipu,11708.0,11708,240139040,TAIPU
RN,240,140010,Tangará,13583.0,13583,240140010,TANGARA
RN,240,141000,Tenente Ananias,10610.0,10610,240141000,TENENTE ANANIAS
RN,240,141590,Tenente Laurentino Cruz,6152.0,6152,240141590,TENENTE LAURENTINO CRUZ
RN,240,142090,Tibau do Sul,18080.0,18080,240142090,TIBAU DO SUL
RN,240,143080,Timbaúba dos Batistas,2424.0,2424,240143080,TIMBAUBA DOS BATISTAS
RN,240,144070,Touros,34767.0,34767,240144070,TOUROS
RN,240,144560,Triunfo Potiguar,3477.0,3477,240144560,TRIUNFO POTIGUAR
RN,240,145060,Umarizal,10655.0,10655,240145060,UMARIZAL
RN,240,146050,Upanema,14048.0,14048,240146050,UPANEMA
RN,240,147040,Várzea,5387.0,5387,240147040,VARZEA
