uf,cod_uf,cod_mun,municipio,populacao_raw,populacao,cod_ibge,municipio_clean
RO,110,00150,Alta Floresta D'Oeste,22787.0,22787,11000150,ALTA FLORESTA D'OESTE
RO,110,00230,Ariquemes,109170.0,109170,11000230,ARIQUEMES
RO,110,00310,Cabixi,5664.0,5664,11000310,CABIXI
RO,110,00490,Cacoal,98280.0,98280,11000490,CACOAL
RO,110,00560,Cerejeiras,16966.0,16966,11000560,CEREJEIRAS
RO,110,00640,Colorado do Oeste,16508.0,16508,11000640,COLORADO DO OESTE
RO,110,00720,Corumbiara,7968.0,7968,11000720,CORUMBIARA
RO,110,00800,Costa Marques,13510.0,13510,11000800,COSTA MARQUES
RO,110,00980,Espigão D'Oeste,32842.0,32842,11000980,ESPIGAO D'OESTE
RO,110,01060,Guajará-Mirim,43594.0,43594,11001060,GUAJARA-MIRIM
RO,110,01140,Jaru,55682.0,55682,11001140,JARU
RO,110,01220,Ji-Paraná,140101.0,140101,11001220,JI-PARANA
RO,110,01300,Machadinho D'Oeste,34149.0,34149,11001300,MACHADINHO D'OESTE
RO,110,01480,Nova Brasilândia D'Oeste,16374.0,16374,11001480,NOVA BRASILANDIA D'OESTE
RO,110,01550,Ouro Preto do Oeste,38684.0,38684,11001550,OURO PRETO DO OESTE
RO,110,01890,Pimenta Bueno,39220.0,39220,11001890,PIMENTA BUENO
RO,110,02050,Porto Velho,517709.0,517709,11002050,PORTO VELHO
RO,110,02540,Presidente Médici,20443.0,20443,11002540,PRESIDENTE MEDICI
RO,110,02620,Rio Crespo,3767.0,3767,11002620,RIO CRESPO
RO,110,02880,Rolim de Moura,62959.0,62959,11002880,ROLIM DE MOURA
RO,110,02960,Santa Luzia D'Oeste,7837.0,7837,11002960,SANTA LUZIA D'OESTE
RO,110,03040,Vilhena,109651.0,109651,11003040,VILHENA
RO,110,03200,São Miguel do Guaporé,22305.0,22305,11003200,SAO MIGUEL DO GUAPORE
RO,110,03380,Nova Mamoré,28701.0,28701,11003380,NOVA MAMORE
RO,110,03460,Alvorada D'Oeste,13720.0,13720,11003460,ALVORADA D'OESTE
RO,110,03790,Alto Alegre dos Parecis,12237.0,12237,11003790,ALTO ALEGRE DOS PARECIS
RO,110,04030,Alto Paraíso,17467.0,17467,11004030,ALTO PARAISO
RO,110,04520,Buritis,30649.0,30649,11004520,BURITIS
RO,110,05020,Novo Horizonte do Oeste,7972.0,7972,11005020,NOVO HORIZONTE DO OESTE
RO,110,06010,Cacaulândia,4292.0,4292,11006010,CACAULANDIA
RO,110,07000,Campo Novo de Rondônia,9095.0,9095,11007000,CAMPO NOVO DE RONDONIA
RO,110,08090,Candeias do Jamari,24313.0,24313,11008090,CANDEIAS DO JAMARI
RO,110,09080,Castanheiras,3450.0,3450,11009080,CASTANHEIRAS
RO,110,09240,Chupinguaia,10191.0,10191,11009240,CHUPINGUAIA
RO,110,09400,Cujubim,15877.0,15877,11009400,CUJUBIM
RO,110,10050,Governador Jorge Teixeira,8340.0,8340,11010050,GOVERNADOR JORGE TEIXEIRA
RO,110,11040,Itapuã do Oeste,9228.0,9228,11011040,ITAPUA DO OESTE
RO,110,12030,Ministro Andreazza,6519.0,6519,11012030,MINISTRO ANDREAZZA
RO,110,13020,Mirante da Serra,9657.0,9657,11013020,MIRANTE DA SERRA
RO,110,14010,Monte Negro,12168.0,12168,11014010,MONTE NEGRO
RO,110,14350,Nova União,6541.0,6541,11014350,NOVA UNIAO
RO,110,14500,Parecis,4372.0,4372,11014500,PARECIS
RO,110,14680,Pimenteiras do Oeste,2309.0,2309,11014680,PIMENTEIRAS DO OESTE
RO,110,14760,Primavera de Rondônia,3268.0,3268,11014760,PRIMAVERA DE RONDONIA
RO,110,14840,São Felipe D'Oeste,5588.0,5588,11014840,SAO FELIPE D'OESTE
RO,110,14920,São Francisco do Guaporé,17557.0,17557,11014920,SAO FRANCISCO DO GUAPORE
RO,110,15000,Seringueiras,12965.0,12965,11015000,SERINGUEIRAS
RO,110,15590,Teixeirópolis,4521.0,4521,11015590,TEIXEIROPOLIS
RO,110,16090,Theobroma,8459.0,8459,11016090,THEOBROMA
RO,110,17080,Urupá,11314.0,11314,11017080,URUPA
RO,110,17570,Vale do Anari,8220.0,8220,11017570,VALE DO ANARI
RO,110,18070,Vale do Paraíso,6790.0,6790,11018070,VALE DO PARAISO
AC,120,00130,Acrelândia,14712.0,14712,12000130,ACRELANDIA
AC,120,00540,Assis Brasil,8648.0,8648,12000540,ASSIS BRASIL
AC,120,01040,Brasiléia,28028.0,28028,12001040,BRASILEIA
AC,120,01380,Bujari,13928.0,13928,12001380,BUJARI
AC,120,01790,Capixaba,10981.0,10981,12001790,CAPIXABA
AC,120,02030,Cruzeiro do Sul,98916.0,98916,12002030,CRUZEIRO DO SUL
AC,120,02520,Epitaciolândia,19874.0,19874,12002520,EPITACIOLANDIA
AC,120,03020,Feijó,37764.0,37764,12003020,FEIJO
AC,120,03280,Jordão,9884.0,9884,12003280,JORDAO
AC,120,03360,Mâncio Lima,20479.0,20479,12003360,MANCIO LIMA
AC,120,03440,Manoel Urbano,12923.0,12923,12003440,MANOEL URBANO
AC,120,03510,Marechal Thaumaturgo,18057.0,18057,12003510,MARECHAL THAUMATURGO
AC,120,03850,Plácido de Castro,17107.0,17107,12003850,PLACIDO DE CASTRO
AC,120,03930,Porto Walter,11333.0,11333,12003930,PORTO WALTER
AC,120,04010,Rio Branco,389001.0,389001,12004010,RIO BRANCO
AC,120,04270,Rodrigues Alves,15560.0,15560,12004270,RODRIGUES ALVES
AC,120,04350,Santa Rosa do Purus,7217.0,7217,12004350,SANTA ROSA DO PURUS
AC,120,04500,Senador Guiomard,22402.0,22402,12004500,SENADOR GUIOMARD
AC,120,05000,Sena Madureira,44049.0,44049,12005000,SENA MADUREIRA
AC,120,06090,Tarauacá,46816.0,46816,12006090,TARAUACA
AC,120,07080,Xapuri,19170.0,19170,12007080,XAPURI
AC,120,08070,Porto Acre,17523.0,17523,12008070,PORTO ACRE
AM,130,00290,Alvarães,16806.0,16806,13000290,ALVARAES
AM,130,00600,Amaturá,11533.0,11533,13000600,AMATURA
AM,130,00860,Anamã,9981.0,9981,13000860,ANAMA
AM,130,01020,Anori,18056.0,18056,13001020,ANORI
AM,130,01440,Apuí,21781.0,21781,13001440,APUI
AM,130,02010,Atalaia do Norte,15889.0,15889,13002010,ATALAIA DO NORTE
AM,130,03000,Autazes,45960.0,45960,13003000,AUTAZES
AM,130,04090,Barcelos,18210.0,18210,13004090,BARCELOS
AM,130,05080,Barreirinha,33722.0,33722,13005080,BARREIRINHA
AM,130,06070,Benjamin Constant,40908.0,40908,13006070,BENJAMIN CONSTANT
AM,130,06310,Beruri,22495.0,22495,13006310,BERURI
AM,130,06800,Boa Vista do Ramos,26479.0,26479,13006800,BOA VISTA DO RAMOS
AM,130,07060,Boca do Acre,38792.0,38792,13007060,BOCA DO ACRE
AM,130,08050,Borba,34869.0,34869,13008050,BORBA
AM,130,08390,Caapiranga,14806.0,14806,13008390,CAAPIRANGA
AM,130,09040,Canutama,18109.0,18109,13009040,CANUTAMA
AM,130,10010,Carauari,31130.0,31130,13010010,CARAUARI
AM,130,11000,Careiro,32336.0,32336,13011000,CAREIRO
AM,130,11590,Careiro da Várzea,20324.0,20324,13011590,CAREIRO DA VARZEA
AM,130,12090,Coari,73576.0,73576,13012090,COARI
AM,130,13080,Codajás,24572.0,24572,13013080,CODAJAS
AM,130,14070,Eirunepé,35793.0,35793,13014070,EIRUNEPE
AM,130,15060,Envira,17985.0,17985,13015060,ENVIRA
AM,130,16050,Fonte Boa,28227.0,28227,13016050,FONTE BOA
AM,130,16540,Guajará,14344.0,14344,13016540,GUAJARA
AM,130,17040,Humaitá,63454.0,63454,13017040,HUMAITA
AM,130,18030,Ipixuna,25629.0,25629,13018030,IPIXUNA
AM,130,18520,Iranduba,68862.0,68862,13018520,IRANDUBA
AM,130,19020,Itacoatiara,113917.0,113917,13019020,ITACOATIARA
AM,130,19510,Itamarati,11956.0,11956,13019510,ITAMARATI
AM,130,20090,Itapiranga,10955.0,10955,13020090,ITAPIRANGA
AM,130,21080,Japurá,9420.0,9420,13021080,JAPURA
AM,130,22070,Juruá,11093.0,11093,13022070,JURUA
AM,130,23060,Jutaí,28202.0,28202,13023060,JUTAI
AM,130,24050,Lábrea,49469.0,49469,13024050,LABREA
AM,130,25040,Manacapuru,111751.0,111751,13025040,MANACAPURU
AM,130,25530,Manaquiri,16211.0,16211,13025530,MANAQUIRI
AM,130,26030,Manaus,2303732.0,2303732,13026030,MANAUS
AM,130,27020,Manicoré,58018.0,58018,13027020,MANICORE
AM,130,28010,Maraã,15815.0,15815,13028010,MARAA
AM,130,29000,Maués,66336.0,66336,13029000,MAUES
AM,130,30070,Nhamundá,21251.0,21251,13030070,NHAMUNDA
AM,130,31060,Nova Olinda do Norte,28123.0,28123,13031060,NOVA OLINDA DO NORTE
AM,130,32050,Novo Airão,16562.0,16562,13032050,NOVO AIRAO
AM,130,33040,Novo Aripuanã,25325.0,25325,13033040,NOVO ARIPUANA
AM,130,34030,Parintins,101855.0,101855,13034030,PARINTINS
AM,130,35020,Pauini,20229.0,20229,13035020,PAUINI
AM,130,35360,Presidente Figueiredo,33291.0,33291,13035360,PRESIDENTE FIGUEIREDO
AM,130,35690,Rio Preto da Eva,25364.0,25364,13035690,RIO PRETO DA EVA
AM,130,36010,Santa Isabel do Rio Negro,13947.0,13947,13036010,SANTA ISABEL DO RIO NEGRO
AM,130,37000,Santo Antônio do Içá,30679.0,30679,13037000,SANTO ANTONIO DO ICA
AM,130,38090,São Gabriel da Cachoeira,57396.0,57396,13038090,SAO GABRIEL DA CACHOEIRA
AM,130,39080,São Paulo de Olivença,35442.0,35442,13039080,SAO PAULO DE OLIVENCA
AM,130,39570,São Sebastião do Uatumã,12338.0,12338,13039570,SAO SEBASTIAO DO UATUMA
AM,130,40050,Silves,12619.0,12619,13040050,SILVES
AM,130,40620,Tabatinga,73348.0,73348,13040620,TABATINGA
AM,130,41040,Tapauá,20728.0,20728,13041040,TAPAUA
AM,130,42030,Tefé,80137.0,80137,13042030,TEFE
AM,130,42370,Tonantins,20257.0,20257,13042370,TONANTINS
AM,130,42600,Uarini,15640.0,15640,13042600,UARINI
AM,130,43020,Urucará,19617.0,19617,13043020,URUCARA
AM,130,44010,Urucurituba,25965.0,25965,13044010,URUCURITUBA
RR,140,00270,Amajari,16112.0,16112,14000270,AMAJARI
RR,140,00500,Alto Alegre,23589.0,23589,14000500,ALTO ALEGRE
RR,140,01000,Boa Vista,485477.0,485477,14001000,BOA VISTA
RR,140,01590,Bonfim,15570.0,15570,14001590,BONFIM
RR,140,01750,Cantá,21102.0,21102,14001750,CANTA
RR,140,02090,Caracaraí,22750.0,22750,14002090,CARACARAI
RR,140,02330,Caroebe,12004.0,12004,14002330,CAROEBE
RR,140,02820,Iracema,10937.0,10937,14002820,IRACEMA
RR,140,03080,Mucajaí,20006.0,20006,14003080,MUCAJAI
RR,140,04070,Normandia,16323.0,16323,14004070,NORMANDIA
RR,140,04560,Pacaraima,23112.0,23112,14004560,PACARAIMA
RR,140,04720,Rorainópolis,37787.0,37787,14004720,RORAINOPOLIS
RR,140,05060,São João da Baliza,9969.0,9969,14005060,SAO JOAO DA BALIZA
RR,140,06050,São Luiz,7848.0,7848,14006050,SAO LUIZ
RR,140,07040,Uiramutã,16186.0,16186,14007040,UIRAMUTA
PA,150,01070,Abaetetuba,172344.0,172344,15001070,ABAETETUBA
PA,150,01310,Abel Figueiredo,6275.0,6275,15001310,ABEL FIGUEIREDO
PA,150,02060,Acará,63110.0,63110,15002060,ACARA
PA,150,03050,Afuá,40473.0,40473,15003050,AFUA
PA,150,03470,Água Azul do Norte,17596.0,17596,15003470,AGUA AZUL DO NORTE
PA,150,04040,Alenquer,75882.0,75882,15004040,ALENQUER
PA,150,05030,Almeirim,36442.0,36442,15005030,ALMEIRIM
PA,150,06020,Altamira,138749.0,138749,15006020,ALTAMIRA
PA,150,07010,Anajás,30247.0,30247,15007010,ANAJAS
PA,150,08000,Ananindeua,509227.0,509227,15008000,ANANINDEUA
PA,150,08590,Anapu,35638.0,35638,15008590,ANAPU
PA,150,09090,Augusto Corrêa,47912.0,47912,15009090,AUGUSTO CORREA
PA,150,09580,Aurora do Pará,24193.0,24193,15009580,AURORA DO PARA
PA,150,10060,Aveiro,19380.0,19380,15010060,AVEIRO
PA,150,11050,Bagre,35147.0,35147,15011050,BAGRE
PA,150,12040,Baião,56850.0,56850,15012040,BAIAO
PA,150,12530,Bannach,4290.0,4290,15012530,BANNACH
PA,150,13030,Barcarena,139076.0,139076,15013030,BARCARENA
PA,150,14020,Belém,1397315.0,1397315,15014020,BELEM
PA,150,14510,Belterra,19075.0,19075,15014510,BELTERRA
PA,150,15010,Benevides,68962.0,68962,15015010,BENEVIDES
PA,150,15760,Bom Jesus do Tocantins,19129.0,19129,15015760,BOM JESUS DO TOCANTINS
PA,150,16000,Bonito,12961.0,12961,15016000,BONITO
PA,150,17090,Bragança,132489.0,132489,15017090,BRAGANCA
PA,150,17250,Brasil Novo,27130.0,27130,15017250,BRASIL NOVO
PA,150,17580,Brejo Grande do Araguaia,6966.0,6966,15017580,BREJO GRANDE DO ARAGUAIA
PA,150,17820,Breu Branco,47066.0,47066,15017820,BREU BRANCO
PA,150,18080,Breves,116058.0,116058,15018080,BREVES
PA,150,19070,Bujaru,25065.0,25065,15019070,BUJARU
PA,150,19560,Cachoeira do Piriá,19223.0,19223,15019560,CACHOEIRA DO PIRIA
PA,150,20040,Cachoeira do Arari,25467.0,25467,15020040,CACHOEIRA DO ARARI
PA,150,21030,Cametá,144859.0,144859,15021030,CAMETA
PA,150,21520,Canaã dos Carajás,89524.0,89524,15021520,CANAA DOS CARAJAS
PA,150,22020,Capanema,75309.0,75309,15022020,CAPANEMA
PA,150,23010,Capitão Poço,60318.0,60318,15023010,CAPITAO POCO
PA,150,24000,Castanhal,209126.0,209126,15024000,CASTANHAL
PA,150,25090,Chaves,21501.0,21501,15025090,CHAVES
PA,150,26080,Colares,13625.0,13625,15026080,COLARES
PA,150,27070,Conceição do Araguaia,47144.0,47144,15027070,CONCEICAO DO ARAGUAIA
PA,150,27560,Concórdia do Pará,28270.0,28270,15027560,CONCORDIA DO PARA
PA,150,27640,Cumaru do Norte,15150.0,15150,15027640,CUMARU DO NORTE
PA,150,27720,Curionópolis,20975.0,20975,15027720,CURIONOPOLIS
PA,150,28060,Curralinho,36814.0,36814,15028060,CURRALINHO
PA,150,28550,Curuá,14954.0,14954,15028550,CURUA
PA,150,29050,Curuçá,44880.0,44880,15029050,CURUCA
PA,150,29390,Dom Eliseu,62823.0,62823,15029390,DOM ELISEU
PA,150,29540,Eldorado do Carajás,29287.0,29287,15029540,ELDORADO DO CARAJAS
PA,150,30020,Faro,9167.0,9167,15030020,FARO
PA,150,30440,Floresta do Araguaia,18595.0,18595,15030440,FLORESTA DO ARAGUAIA
PA,150,30770,Garrafão do Norte,25558.0,25558,15030770,GARRAFAO DO NORTE
PA,150,30930,Goianésia do Pará,26703.0,26703,15030930,GOIANESIA DO PARA
PA,150,31010,Gurupá,34137.0,34137,15031010,GURUPA
PA,150,32000,Igarapé-Açu,37925.0,37925,15032000,IGARAPE-ACU
PA,150,33090,Igarapé-Miri,69446.0,69446,15033090,IGARAPE-MIRI
PA,150,34080,Inhangapi,10784.0,10784,15034080,INHANGAPI
PA,150,34570,Ipixuna do Pará,29264.0,29264,15034570,IPIXUNA DO PARA
PA,150,35070,Irituia,32740.0,32740,15035070,IRITUIA
PA,150,36060,Itaituba,135369.0,135369,15036060,ITAITUBA
PA,150,37050,Itupiranga,52201.0,52201,15037050,ITUPIRANGA
PA,150,37540,Jacareacanga,26579.0,26579,15037540,JACAREACANGA
PA,150,38040,Jacundá,37726.0,37726,15038040,JACUNDA
PA,150,39030,Juruti,54255.0,54255,15039030,JURUTI
PA,150,40000,Limoeiro do Ajuru,32088.0,32088,15040000,LIMOEIRO DO AJURU
PA,150,40590,Mãe do Rio,37473.0,37473,15040590,MAE DO RIO
PA,150,41090,Magalhães Barata,8439.0,8439,15041090,MAGALHAES BARATA
PA,150,42080,Marabá,290975.0,290975,15042080,MARABA
PA,150,43070,Maracanã,27129.0,27129,15043070,MARACANA
PA,150,44060,Marapanim,28159.0,28159,15044060,MARAPANIM
PA,150,44220,Marituba,119437.0,119437,15044220,MARITUBA
PA,150,44550,Medicilândia,28677.0,28677,15044550,MEDICILANDIA
PA,150,45050,Melgaço,30080.0,30080,15045050,MELGACO
PA,150,46040,Mocajuba,28903.0,28903,15046040,MOCAJUBA
PA,150,47030,Moju,91760.0,91760,15047030,MOJU
PA,150,47520,Mojuí dos Campos,25818.0,25818,15047520,MOJUI DOS CAMPOS
PA,150,48020,Monte Alegre,64002.0,64002,15048020,MONTE ALEGRE
PA,150,49010,Muaná,49648.0,49648,15049010,MUANA
PA,150,49500,Nova Esperança do Piriá,21304.0,21304,15049500,NOVA ESPERANCA DO PIRIA
PA,150,49760,Nova Ipixuna,14400.0,14400,15049760,NOVA IPIXUNA
PA,150,50070,Nova Timboteua,13175.0,13175,15050070,NOVA TIMBOTEUA
PA,150,50310,Novo Progresso,37054.0,37054,15050310,NOVO PROGRESSO
PA,150,50640,Novo Repartimento,63796.0,63796,15050640,NOVO REPARTIMENTO
PA,150,51060,Óbidos,55527.0,55527,15051060,OBIDOS
PA,150,52050,Oeiras do Pará,36734.0,36734,15052050,OEIRAS DO PARA
PA,150,53040,Oriximiná,72889.0,72889,15053040,ORIXIMINA
PA,150,54030,Ourém,18783.0,18783,15054030,OUREM
PA,150,54370,Ourilândia do Norte,35252.0,35252,15054370,OURILANDIA DO NORTE
PA,150,54860,Pacajá,43741.0,43741,15054860,PACAJA
PA,150,54940,Palestina do Pará,7063.0,7063,15054940,PALESTINA DO PARA
PA,150,55020,Paragominas,113498.0,113498,15055020,PARAGOMINAS
PA,150,55360,Parauapebas,305771.0,305771,15055360,PARAUAPEBAS
PA,150,55510,Pau D'Arco,7354.0,7354,15055510,PAU D'ARCO
PA,150,56010,Peixe-Boi,8686.0,8686,15056010,PEIXE-BOI
PA,150,56350,Piçarra,13366.0,13366,15056350,PICARRA
PA,150,56500,Placas,18510.0,18510,15056500,PLACAS
PA,150,57000,Ponta de Pedras,25736.0,25736,15057000,PONTA DE PEDRAS
PA,150,58090,Portel,67580.0,67580,15058090,PORTEL
PA,150,59080,Porto de Moz,44121.0,44121,15059080,PORTO DE MOZ
PA,150,60050,Prainha,38733.0,38733,15060050,PRAINHA
PA,150,61040,Primavera,11379.0,11379,15061040,PRIMAVERA
PA,150,61120,Quatipuru,11838.0,11838,15061120,QUATIPURU
PA,150,61380,Redenção,92694.0,92694,15061380,REDENCAO
PA,150,61610,Rio Maria,19190.0,19190,15061610,RIO MARIA
PA,150,61870,Rondon do Pará,57031.0,57031,15061870,RONDON DO PARA
PA,150,61950,Rurópolis,37198.0,37198,15061950,RUROPOLIS
PA,150,62030,Salinópolis,48663.0,48663,15062030,SALINOPOLIS
PA,150,63020,Salvaterra,25687.0,25687,15063020,SALVATERRA
PA,150,63510,Santa Bárbara do Pará,22530.0,22530,15063510,SANTA BARBARA DO PARA
PA,150,64010,Santa Cruz do Arari,7626.0,7626,15064010,SANTA CRUZ DO ARARI
PA,150,65000,Santa Izabel do Pará,79195.0,79195,15065000,SANTA IZABEL DO PARA
PA,150,65590,Santa Luzia do Pará,21295.0,21295,15065590,SANTA LUZIA DO PARA
PA,150,65830,Santa Maria das Barreiras,17065.0,17065,15065830,SANTA MARIA DAS BARREIRAS
PA,150,66090,Santa Maria do Pará,25815.0,25815,15066090,SANTA MARIA DO PARA
PA,150,67080,Santana do Araguaia,30455.0,30455,15067080,SANTANA DO ARAGUAIA
PA,150,68070,Santarém,360871.0,360871,15068070,SANTAREM
PA,150,69060,Santarém Novo,6355.0,6355,15069060,SANTAREM NOVO
PA,150,70030,Santo Antônio do Tauá,29234.0,29234,15070030,SANTO ANTONIO DO TAUA
PA,150,71020,São Caetano de Odivelas,17258.0,17258,15071020,SAO CAETANO DE ODIVELAS
PA,150,71510,São Domingos do Araguaia,21555.0,21555,15071510,SAO DOMINGOS DO ARAGUAIA
PA,150,72010,São Domingos do Capim,32554.0,32554,15072010,SAO DOMINGOS DO CAPIM
PA,150,73000,São Félix do Xingu,64651.0,64651,15073000,SAO FELIX DO XINGU
PA,150,74090,São Francisco do Pará,15429.0,15429,15074090,SAO FRANCISCO DO PARA
PA,150,74580,São Geraldo do Araguaia,24929.0,24929,15074580,SAO GERALDO DO ARAGUAIA
PA,150,74660,São João da Ponta,4470.0,4470,15074660,SAO JOAO DA PONTA
PA,150,74740,São João de Pirabas,21477.0,21477,15074740,SAO JOAO DE PIRABAS
PA,150,75080,São João do Araguaia,14293.0,14293,15075080,SAO JOAO DO ARAGUAIA
PA,150,76070,São Miguel do Guamá,55970.0,55970,15076070,SAO MIGUEL DO GUAMA
PA,150,77060,São Sebastião da Boa Vista,27651.0,27651,15077060,SAO SEBASTIAO DA BOA VISTA
PA,150,77550,Sapucaia,6212.0,6212,15077550,SAPUCAIA
PA,150,78050,Senador José Porfírio,24989.0,24989,15078050,SENADOR JOSE PORFIRIO
PA,150,79040,Soure,25315.0,25315,15079040,SOURE
PA,150,79530,Tailândia,75290.0,75290,15079530,TAILANDIA
PA,150,79610,Terra Alta,10837.0,10837,15079610,TERRA ALTA
PA,150,79790,Terra Santa,19792.0,19792,15079790,TERRA SANTA
PA,150,80010,Tomé-Açu,73058.0,73058,15080010,TOME-ACU
PA,150,80350,Tracuateua,30494.0,30494,15080350,TRACUATEUA
PA,150,80500,Trairão,15550.0,15550,15080500,TRAIRAO
PA,150,80840,Tucumã,42883.0,42883,15080840,TUCUMA
PA,150,81000,Tucuruí,96119.0,96119,15081000,TUCURUI
PA,150,81260,Ulianópolis,39360.0,39360,15081260,ULIANOPOLIS
PA,150,81590,Uruará,45962.0,45962,15081590,URUARA
PA,150,82090,Vigia,54062.0,54062,15082090,VIGIA
PA,150,83080,Viseu,62189.0,62189,15083080,VISEU
PA,150,83570,Vitória do Xingu,16552.0,16552,15083570,VITORIA DO XINGU
PA,150,84070,Xinguara,57768.0,57768,15084070,XINGUARA
AP,160,00550,Serra do Navio,5003.0,5003,16000550,SERRA DO NAVIO
AP,160,01050,Amapá,8440.0,8440,16001050,AMAPA
AP,160,01540,Pedra Branca do Amapari,13888.0,13888,16001540,PEDRA BRANCA DO AMAPARI
AP,160,02040,Calçoene,11461.0,11461,16002040,CALCOENE
AP,160,02120,Cutias,4723.0,4723,16002120,CUTIAS
AP,160,02380,Ferreira Gomes,7184.0,7184,16002380,FERREIRA GOMES
AP,160,02530,Itaubal,6097.0,6097,16002530,ITAUBAL
AP,160,02790,Laranjal do Jari,37872.0,37872,16002790,LARANJAL DO JARI
AP,160,03030,Macapá,489676.0,489676,16003030,MACAPA
AP,160,04020,Mazagão,23773.0,23773,16004020,MAZAGAO
AP,160,05010,Oiapoque,30786.0,30786,16005010,OIAPOQUE
AP,160,05350,Porto Grande,19048.0,19048,16005350,PORTO GRANDE
AP,160,05500,Pracuúba,4048.0,4048,16005500,PRACUUBA
AP,160,06000,Santana,118803.0,118803,16006000,SANTANA
AP,160,07090,Tartarugalzinho,13816.0,13816,16007090,TARTARUGALZINHO
AP,160,08080,Vitória do Jari,11899.0,11899,16008080,VITORIA DO JARI
TO,170,02510,Abreulândia,2682.0,2682,17002510,ABREULANDIA
TO,170,03010,Aguiarnópolis,4502.0,4502,17003010,AGUIARNOPOLIS
TO,170,03500,Aliança do Tocantins,5196.0,5196,17003500,ALIANCA DO TOCANTINS
TO,170,04000,Almas,6483.0,6483,17004000,ALMAS
TO,170,07070,Alvorada,9128.0,9128,17007070,ALVORADA
TO,170,10020,Ananás,10700.0,10700,17010020,ANANAS
TO,170,10510,Angico,2903.0,2903,17010510,ANGICO
TO,170,11010,Aparecida do Rio Negro,5110.0,5110,17011010,APARECIDA DO RIO NEGRO
TO,170,13090,Aragominas,5330.0,5330,17013090,ARAGOMINAS
TO,170,19030,Araguacema,6022.0,6022,17019030,ARAGUACEMA
TO,170,20000,Araguaçu,8242.0,8242,17020000,ARAGUACU
TO,170,21090,Araguaína,183024.0,183024,17021090,ARAGUAINA
TO,170,21580,Araguanã,4300.0,4300,17021580,ARAGUANA
TO,170,22080,Araguatins,33286.0,33286,17022080,ARAGUATINS
TO,170,23070,Arapoema,5488.0,5488,17023070,ARAPOEMA
TO,170,24060,Arraias,10511.0,10511,17024060,ARRAIAS
TO,170,25540,Augustinópolis,18237.0,18237,17025540,AUGUSTINOPOLIS
TO,170,27030,Aurora do Tocantins,3418.0,3418,17027030,AURORA DO TOCANTINS
TO,170,29010,Axixá do Tocantins,10732.0,10732,17029010,AXIXA DO TOCANTINS
TO,170,30080,Babaçulândia,7636.0,7636,17030080,BABACULANDIA
TO,170,30570,Bandeirantes do Tocantins,3555.0,3555,17030570,BANDEIRANTES DO TOCANTINS
TO,170,30730,Barra do Ouro,4667.0,4667,17030730,BARRA DO OURO
TO,170,31070,Barrolândia,4890.0,4890,17031070,BARROLANDIA
TO,170,32060,Bernardo Sayão,4307.0,4307,17032060,BERNARDO SAYAO
TO,170,33050,Bom Jesus do Tocantins,4201.0,4201,17033050,BOM JESUS DO TOCANTINS
TO,170,36020,Brasilândia do Tocantins,2013.0,2013,17036020,BRASILANDIA DO TOCANTINS
TO,170,37010,Brejinho de Nazaré,4774.0,4774,17037010,BREJINHO DE NAZARE
TO,170,38000,Buriti do Tocantins,10696.0,10696,17038000,BURITI DO TOCANTINS
TO,170,38260,Cachoeirinha,1982.0,1982,17038260,CACHOEIRINHA
TO,170,38420,Campos Lindos,8990.0,8990,17038420,CAMPOS LINDOS
TO,170,38670,Cariri do Tocantins,4166.0,4166,17038670,CARIRI DO TOCANTINS
TO,170,38830,Carmolândia,2242.0,2242,17038830,CARMOLANDIA
TO,170,38910,Carrasco Bonito,3344.0,3344,17038910,CARRASCO BONITO
TO,170,39090,Caseara,5028.0,5028,17039090,CASEARA
TO,170,41050,Centenário,2111.0,2111,17041050,CENTENARIO
TO,170,46000,Chapada de Areia,1574.0,1574,17046000,CHAPADA DE AREIA
TO,170,51020,Chapada da Natividade,3176.0,3176,17051020,CHAPADA DA NATIVIDADE
TO,170,55080,Colinas do Tocantins,36209.0,36209,17055080,COLINAS DO TOCANTINS
TO,170,55570,Combinado,4906.0,4906,17055570,COMBINADO
TO,170,56070,Conceição do Tocantins,3942.0,3942,17056070,CONCEICAO DO TOCANTINS
TO,170,60010,Couto Magalhães,5540.0,5540,17060010,COUTO MAGALHAES
TO,170,61000,Cristalândia,6392.0,6392,17061000,CRISTALANDIA
TO,170,62580,Crixás do Tocantins,1494.0,1494,17062580,CRIXAS DO TOCANTINS
TO,170,65060,Darcinópolis,6093.0,6093,17065060,DARCINOPOLIS
TO,170,70090,Dianópolis,17966.0,17966,17070090,DIANOPOLIS
TO,170,71080,Divinópolis do Tocantins,7343.0,7343,17071080,DIVINOPOLIS DO TOCANTINS
TO,170,72070,Dois Irmãos do Tocantins,6352.0,6352,17072070,DOIS IRMAOS DO TOCANTINS
TO,170,73060,Dueré,4304.0,4304,17073060,DUERE
TO,170,74050,Esperantina,7385.0,7385,17074050,ESPERANTINA
TO,170,75530,Fátima,3503.0,3503,17075530,FATIMA
TO,170,76520,Figueirópolis,5334.0,5334,17076520,FIGUEIROPOLIS
TO,170,77020,Filadélfia,7784.0,7784,17077020,FILADELFIA
TO,170,82050,Formoso do Araguaia,19473.0,19473,17082050,FORMOSO DO ARAGUAIA
TO,170,82540,Tabocão,3741.0,3741,17082540,TABOCAO
